Park;Year;Month;Day;Consumption
SaoRoque;2023;11;22;12,86185507
Cidade;2023;11;22;88,46778623
Oriental;2023;11;23;28,37866752
ArcaAgua;2023;11;23;6,4049076
Covelo;2023;11;23;11,6489257
SaoRoque;2023;11;23;12,99724302
Cidade;2023;11;23;85,86579251
Oriental;2023;11;24;27,0273024
ArcaAgua;2023;11;24;6,4049076
Covelo;2023;11;24;12,3694778
SaoRoque;2023;11;24;13,26801892
Cidade;2023;11;24;88,46778623
Oriental;2023;11;25;27,56784845
ArcaAgua;2023;11;25;6,4049076
Covelo;2023;11;25;12,60966184
SaoRoque;2023;11;25;13,80957071
Cidade;2023;11;25;89,33511746
Oriental;2023;11;26;27,83812147
ArcaAgua;2023;11;26;6,738496538
Covelo;2023;11;26;11,6489257
SaoRoque;2023;11;26;13,13263097
Cidade;2023;11;26;85,86579251
Oriental;2023;11;27;28,37866752
ArcaAgua;2023;11;27;6,871932113
Covelo;2023;11;27;12,24938579
SaoRoque;2023;11;27;13,26801892
Cidade;2023;11;27;84,13113004
Oriental;2023;11;28;27,56784845
ArcaAgua;2023;11;28;6,338189813
Covelo;2023;11;28;11,40874166
SaoRoque;2023;11;28;13,94495866
Cidade;2023;11;28;85,86579251
Oriental;2023;11;29;27,83812147
ArcaAgua;2023;11;29;6,4049076
Covelo;2023;11;29;11,88910973
SaoRoque;2023;11;29;13,80957071
Cidade;2023;11;29;90,2024487
Oriental;2023;11;30;27,29757542
ArcaAgua;2023;11;30;6,67177875
Covelo;2023;11;30;11,88910973
SaoRoque;2023;11;30;13,67418276
Cidade;2023;11;30;88,46778623
Oriental;2023;12;1;21,62184192
ArcaAgua;2023;12;1;5,39079723
Covelo;2023;12;1;9,895582242
SaoRoque;2023;12;1;11,04765657
Cidade;2023;12;1;66,61103904
Oriental;2023;12;2;20,54074982
ArcaAgua;2023;12;2;5,55091992
Covelo;2023;12;2;9,511287786
SaoRoque;2023;12;2;10,72272549
Cidade;2023;12;2;67,99876902
Oriental;2023;12;3;22,70293402
ArcaAgua;2023;12;3;5,55091992
Covelo;2023;12;3;9,991655856
SaoRoque;2023;12;3;10,39779442
Cidade;2023;12;3;72,85582395
Oriental;2023;12;4;20,97318666
ArcaAgua;2023;12;4;5,23067454
Covelo;2023;12;4;9,415214172
SaoRoque;2023;12;4;10,50610478
Cidade;2023;12;4;72,85582395
Oriental;2023;12;5;22,05427876
ArcaAgua;2023;12;5;5,07055185
Covelo;2023;12;5;9,12699333
SaoRoque;2023;12;5;10,28948406
Cidade;2023;12;5;72,85582395
Oriental;2023;12;6;21,18940508
ArcaAgua;2023;12;6;5,60429415
Covelo;2023;12;6;9,12699333
SaoRoque;2023;12;6;10,93934621
Cidade;2023;12;6;68,69263401
Oriental;2023;12;7;21,83806034
ArcaAgua;2023;12;7;5,49754569
Covelo;2023;12;7;9,223066944
SaoRoque;2023;12;7;10,83103585
Cidade;2023;12;7;66,61103904
Oriental;2023;12;8;20,54074982
ArcaAgua;2023;12;8;5,49754569
Covelo;2023;12;8;9,703435014
SaoRoque;2023;12;8;10,39779442
Cidade;2023;12;8;72,16195896
Oriental;2023;12;9;21,18940508
ArcaAgua;2023;12;9;5,39079723
Covelo;2023;12;9;9,895582242
SaoRoque;2023;12;9;11,26427729
Cidade;2023;12;9;71,46809397
Oriental;2023;12;10;22,27049718
ArcaAgua;2023;12;10;5,44417146
Covelo;2023;12;10;9,12699333
SaoRoque;2023;12;10;11,04765657
Cidade;2023;12;10;66,61103904
Oriental;2023;12;11;21,83806034
ArcaAgua;2023;12;11;5,39079723
Covelo;2023;12;11;9,703435014
SaoRoque;2023;12;11;11,15596693
Cidade;2023;12;11;65,91717405
Oriental;2023;12;12;21,83806034
ArcaAgua;2023;12;12;5,337423
Covelo;2023;12;12;9,12699333
SaoRoque;2023;12;12;11,37258764
Cidade;2023;12;12;72,16195896
Oriental;2023;12;13;21,83806034
ArcaAgua;2023;12;13;5,49754569
Covelo;2023;12;13;10,08772947
SaoRoque;2023;12;13;10,39779442
Cidade;2023;12;13;72,16195896
Oriental;2023;12;14;22,70293402
ArcaAgua;2023;12;14;5,55091992
Covelo;2023;12;14;9,415214172
SaoRoque;2023;12;14;10,93934621
Cidade;2023;12;14;66,61103904
Oriental;2023;12;15;21,18940508
ArcaAgua;2023;12;15;5,39079723
Covelo;2023;12;15;9,223066944
SaoRoque;2023;12;15;0
Cidade;2023;12;15;72,85582395
Oriental;2023;12;16;22,70293402
ArcaAgua;2023;12;16;5,17730031
Covelo;2023;12;16;9,703435014
SaoRoque;2023;12;16;11,04765657
Cidade;2023;12;16;71,46809397
Oriental;2023;12;17;22,27049718
ArcaAgua;2023;12;17;5,60429415
Covelo;2023;12;17;9,799508628
SaoRoque;2023;12;17;11,04765657
Cidade;2023;12;17;70,08036399
Oriental;2023;12;18;21,4056235
ArcaAgua;2023;12;18;5,55091992
Covelo;2023;12;18;9,799508628
SaoRoque;2023;12;18;10,28948406
Cidade;2023;12;18;65,91717405
Oriental;2023;12;19;21,18940508
ArcaAgua;2023;12;19;5,07055185
Covelo;2023;12;19;9,6073614
SaoRoque;2023;12;19;11,37258764
Cidade;2023;12;19;70,08036399
Oriental;2023;12;20;21,62184192
ArcaAgua;2023;12;20;5,39079723
Covelo;2023;12;20;9,511287786
SaoRoque;2023;12;20;10,83103585
Cidade;2023;12;20;66,61103904
Oriental;2023;12;21;21,18940508
ArcaAgua;2023;12;21;25,35275925
Covelo;2023;12;21;9,6073614
SaoRoque;2023;12;21;11,37258764
Cidade;2023;12;21;65,91717405
Oriental;2023;12;22;22,05427876
ArcaAgua;2023;12;22;5,44417146
Covelo;2023;12;22;9,319140558
SaoRoque;2023;12;22;10,50610478
Cidade;2023;12;22;67,30490403
Oriental;2023;12;23;20,97318666
ArcaAgua;2023;12;23;5,17730031
Covelo;2023;12;23;9,12699333
SaoRoque;2023;12;23;10,93934621
Cidade;2023;12;23;65,91717405
Oriental;2023;12;24;21,83806034
ArcaAgua;2023;12;24;5,17730031
Covelo;2023;12;24;9,415214172
SaoRoque;2023;12;24;10,72272549
Cidade;2023;12;24;65,91717405
Oriental;2023;12;25;20,75696824
ArcaAgua;2023;12;25;5,55091992
Covelo;2023;12;25;9,703435014
SaoRoque;2023;12;25;10,72272549
Cidade;2023;12;25;70,77422898
Oriental;2023;12;26;20,97318666
ArcaAgua;2023;12;26;5,337423
Covelo;2023;12;26;9,799508628
SaoRoque;2023;12;26;10,28948406
Cidade;2023;12;26;70,77422898
Oriental;2023;12;27;20,75696824
ArcaAgua;2023;12;27;5,60429415
Covelo;2023;12;27;9,12699333
SaoRoque;2023;12;27;10,28948406
Cidade;2023;12;27;70,77422898
Oriental;2023;12;28;21,83806034
ArcaAgua;2023;12;28;5,12392608
Covelo;2023;12;28;9,12699333
SaoRoque;2023;12;28;10,39779442
Cidade;2023;12;28;70,08036399
Oriental;2023;12;29;21,62184192
ArcaAgua;2023;12;29;5,337423
Covelo;2023;12;29;9,319140558
SaoRoque;2023;12;29;10,72272549
Cidade;2023;12;29;65,91717405
Oriental;2023;12;30;22,27049718
ArcaAgua;2023;12;30;5,17730031
Covelo;2023;12;30;9,991655856
SaoRoque;2023;12;30;11,04765657
Cidade;2023;12;30;71,46809397
Oriental;2023;12;31;22,4867156
ArcaAgua;2023;12;31;5,12392608
Covelo;2023;12;31;9,223066944
SaoRoque;2023;12;31;10,50610478
Cidade;2023;12;31;68,69263401
Oriental;2024;1;1;21
ArcaAgua;2024;1;1;4,9
Covelo;2024;1;1;9,45
SaoRoque;2024;1;1;7,28
Cidade;2024;1;1;68,25
Oriental;2024;1;2;19,2
ArcaAgua;2024;1;2;4,95
Covelo;2024;1;2;8,91
SaoRoque;2024;1;2;6,79
Cidade;2024;1;2;65
Oriental;2024;1;3;20,8
ArcaAgua;2024;1;3;5,25
Covelo;2024;1;3;8,73
SaoRoque;2024;1;3;6,65
Cidade;2024;1;3;67,6
Oriental;2024;1;4;19
ArcaAgua;2024;1;4;5,05
Covelo;2024;1;4;8,82
SaoRoque;2024;1;4;6,79
Cidade;2024;1;4;63,7
Oriental;2024;1;5;19
ArcaAgua;2024;1;5;4,8
Covelo;2024;1;5;9,36
SaoRoque;2024;1;5;6,86
Cidade;2024;1;5;66,3
Oriental;2024;1;6;20
ArcaAgua;2024;1;6;4,9
Covelo;2024;1;6;8,64
SaoRoque;2024;1;6;6,86
Cidade;2024;1;6;64,35
Oriental;2024;1;7;20,8
ArcaAgua;2024;1;7;5,15
Covelo;2024;1;7;8,73
SaoRoque;2024;1;7;7,21
Cidade;2024;1;7;64,35
Oriental;2024;1;8;20,2
ArcaAgua;2024;1;8;4,75
Covelo;2024;1;8;8,73
SaoRoque;2024;1;8;6,72
Cidade;2024;1;8;63,05
Oriental;2024;1;9;20
ArcaAgua;2024;1;9;5,1
Covelo;2024;1;9;9,18
SaoRoque;2024;1;9;6,93
Cidade;2024;1;9;65
Oriental;2024;1;10;19,4
ArcaAgua;2024;1;10;5,2
Covelo;2024;1;10;9
SaoRoque;2024;1;10;6,72
Cidade;2024;1;10;66,3
Oriental;2024;1;11;20,4
ArcaAgua;2024;1;11;5,15
Covelo;2024;1;11;9,18
SaoRoque;2024;1;11;6,79
Cidade;2024;1;11;64,35
Oriental;2024;1;12;20,4
ArcaAgua;2024;1;12;5,05
Covelo;2024;1;12;9,09
SaoRoque;2024;1;12;7,28
Cidade;2024;1;12;66,95
Oriental;2024;1;13;19,2
ArcaAgua;2024;1;13;4,85
Covelo;2024;1;13;8,82
SaoRoque;2024;1;13;7,28
Cidade;2024;1;13;65,65
Oriental;2024;1;14;20,4
ArcaAgua;2024;1;14;5,05
Covelo;2024;1;14;9,27
SaoRoque;2024;1;14;6,65
Cidade;2024;1;14;62,4
Oriental;2024;1;15;21
ArcaAgua;2024;1;15;4,85
Covelo;2024;1;15;9,09
SaoRoque;2024;1;15;7
Cidade;2024;1;15;63,05
Oriental;2024;1;16;20
ArcaAgua;2024;1;16;5
Covelo;2024;1;16;8,73
SaoRoque;2024;1;16;6,79
Cidade;2024;1;16;67,6
Oriental;2024;1;17;20
ArcaAgua;2024;1;17;24,5
Covelo;2024;1;17;9,18
SaoRoque;2024;1;17;6,86
Cidade;2024;1;17;61,75
Oriental;2024;1;18;20,2
ArcaAgua;2024;1;18;4,95
Covelo;2024;1;18;8,64
SaoRoque;2024;1;18;7,35
Cidade;2024;1;18;66,95
Oriental;2024;1;19;19
ArcaAgua;2024;1;19;4,9
Covelo;2024;1;19;9,09
SaoRoque;2024;1;19;6,79
Cidade;2024;1;19;63,05
Oriental;2024;1;20;20,6
ArcaAgua;2024;1;20;4,9
Covelo;2024;1;20;8,91
SaoRoque;2024;1;20;7,07
Cidade;2024;1;20;68,25
Oriental;2024;1;21;20,6
ArcaAgua;2024;1;21;5,2
Covelo;2024;1;21;9,27
SaoRoque;2024;1;21;7,21
Cidade;2024;1;21;63,05
Oriental;2024;1;22;21
ArcaAgua;2024;1;22;5,2
Covelo;2024;1;22;9,18
SaoRoque;2024;1;22;7,14
Cidade;2024;1;22;62,4
Oriental;2024;1;23;19,8
ArcaAgua;2024;1;23;5,15
Covelo;2024;1;23;9
SaoRoque;2024;1;23;7,14
Cidade;2024;1;23;62,4
Oriental;2024;1;24;21
ArcaAgua;2024;1;24;5,1
Covelo;2024;1;24;9,27
SaoRoque;2024;1;24;6,72
Cidade;2024;1;24;63,7
Oriental;2024;1;25;19,6
ArcaAgua;2024;1;25;4,85
Covelo;2024;1;25;9,18
SaoRoque;2024;1;25;7
Cidade;2024;1;25;64,35
Oriental;2024;1;26;20,6
ArcaAgua;2024;1;26;4,75
Covelo;2024;1;26;9,18
SaoRoque;2024;1;26;7,35
Cidade;2024;1;26;65,65
Oriental;2024;1;27;19,6
ArcaAgua;2024;1;27;5,15
Covelo;2024;1;27;8,64
SaoRoque;2024;1;27;6,93
Cidade;2024;1;27;63,05
Oriental;2024;1;28;20
ArcaAgua;2024;1;28;0
Covelo;2024;1;28;9,36
SaoRoque;2024;1;28;7
Cidade;2024;1;28;62,4
Oriental;2024;1;29;20
ArcaAgua;2024;1;29;4,95
Covelo;2024;1;29;9,09
SaoRoque;2024;1;29;7,21
Cidade;2024;1;29;63,05
Oriental;2024;1;30;19,2
ArcaAgua;2024;1;30;5,25
Covelo;2024;1;30;9,27
SaoRoque;2024;1;30;7,07
Cidade;2024;1;30;65,65
Oriental;2024;1;31;20,8
ArcaAgua;2024;1;31;4,95
Covelo;2024;1;31;9,27
SaoRoque;2024;1;31;7,07
Cidade;2024;1;31;67,6
Oriental;2024;2;1;21,63
ArcaAgua;2024;2;1;5,355
Covelo;2024;2;1;9,828
SaoRoque;2024;2;1;7,5705
Cidade;2024;2;1;71,6625
Oriental;2024;2;2;21,21
ArcaAgua;2024;2;2;5,46
Covelo;2024;2;2;9,9225
SaoRoque;2024;2;2;7,2765
Cidade;2024;2;2;67,5675
Oriental;2024;2;3;20,58
ArcaAgua;2024;2;3;5,04
Covelo;2024;2;3;9,639
SaoRoque;2024;2;3;7,4235
Cidade;2024;2;3;64,8375
Oriental;2024;2;4;21
ArcaAgua;2024;2;4;5,04
Covelo;2024;2;4;9,5445
SaoRoque;2024;2;4;7,203
Cidade;2024;2;4;66,2025
Oriental;2024;2;5;20,16
ArcaAgua;2024;2;5;5,4075
Covelo;2024;2;5;9,828
SaoRoque;2024;2;5;7,2765
Cidade;2024;2;5;68,9325
Oriental;2024;2;6;21
ArcaAgua;2024;2;6;5,355
Covelo;2024;2;6;9,45
SaoRoque;2024;2;6;7,7175
Cidade;2024;2;6;65,52
Oriental;2024;2;7;21,21
ArcaAgua;2024;2;7;5,25
Covelo;2024;2;7;9,828
SaoRoque;2024;2;7;7,644
Cidade;2024;2;7;70,98
Oriental;2024;2;8;21,21
ArcaAgua;2024;2;8;5,5125
Covelo;2024;2;8;9,261
SaoRoque;2024;2;8;7,203
Cidade;2024;2;8;64,8375
Oriental;2024;2;9;20,16
ArcaAgua;2024;2;9;4,9875
Covelo;2024;2;9;9,1665
SaoRoque;2024;2;9;7,644
Cidade;2024;2;9;66,2025
Oriental;2024;2;10;21
ArcaAgua;2024;2;10;5,3025
Covelo;2024;2;10;9,1665
SaoRoque;2024;2;10;7,203
Cidade;2024;2;10;66,885
Oriental;2024;2;11;20,37
ArcaAgua;2024;2;11;5,46
Covelo;2024;2;11;8,9775
SaoRoque;2024;2;11;7,497
Cidade;2024;2;11;68,9325
Oriental;2024;2;12;21
ArcaAgua;2024;2;12;5,1975
Covelo;2024;2;12;9,3555
SaoRoque;2024;2;12;6,9825
Cidade;2024;2;12;67,5675
Oriental;2024;2;13;20,37
ArcaAgua;2024;2;13;5,5125
Covelo;2024;2;13;9,5445
SaoRoque;2024;2;13;7,2765
Cidade;2024;2;13;64,8375
Oriental;2024;2;14;20,37
ArcaAgua;2024;2;14;5,04
Covelo;2024;2;14;9,828
SaoRoque;2024;2;14;7,2765
Cidade;2024;2;14;70,2975
Oriental;2024;2;15;20,37
ArcaAgua;2024;2;15;5,0925
Covelo;2024;2;15;9,261
SaoRoque;2024;2;15;7,5705
Cidade;2024;2;15;70,2975
Oriental;2024;2;16;21,84
ArcaAgua;2024;2;16;5,145
Covelo;2024;2;16;9,9225
SaoRoque;2024;2;16;7,644
Cidade;2024;2;16;68,25
Oriental;2024;2;17;20,79
ArcaAgua;2024;2;17;5,1975
Covelo;2024;2;17;9,3555
SaoRoque;2024;2;17;7,1295
Cidade;2024;2;17;66,885
Oriental;2024;2;18;20,79
ArcaAgua;2024;2;18;5,25
Covelo;2024;2;18;9,5445
SaoRoque;2024;2;18;7,4235
Cidade;2024;2;18;66,885
Oriental;2024;2;19;20,37
ArcaAgua;2024;2;19;4,9875
Covelo;2024;2;19;9,828
SaoRoque;2024;2;19;7,056
Cidade;2024;2;19;68,9325
Oriental;2024;2;20;20,79
ArcaAgua;2024;2;20;5,4075
Covelo;2024;2;20;9,261
SaoRoque;2024;2;20;7,1295
Cidade;2024;2;20;70,98
Oriental;2024;2;21;21,84
ArcaAgua;2024;2;21;5,25
Covelo;2024;2;21;9,5445
SaoRoque;2024;2;21;7,644
Cidade;2024;2;21;66,2025
Oriental;2024;2;22;21,63
ArcaAgua;2024;2;22;5,5125
Covelo;2024;2;22;9,9225
SaoRoque;2024;2;22;7,497
Cidade;2024;2;22;69,615
Oriental;2024;2;23;20,79
ArcaAgua;2024;2;23;5,25
Covelo;2024;2;23;9,828
SaoRoque;2024;2;23;7,056
Cidade;2024;2;23;65,52
Oriental;2024;2;24;21,42
ArcaAgua;2024;2;24;5,4075
Covelo;2024;2;24;9,5445
SaoRoque;2024;2;24;7,4235
Cidade;2024;2;24;71,6625
Oriental;2024;2;25;20,16
ArcaAgua;2024;2;25;5,1975
Covelo;2024;2;25;9,7335
SaoRoque;2024;2;25;7,35
Cidade;2024;2;25;67,5675
Oriental;2024;2;26;21,21
ArcaAgua;2024;2;26;5,1975
Covelo;2024;2;26;9,3555
SaoRoque;2024;2;26;7,4235
Cidade;2024;2;26;70,98
Oriental;2024;2;27;20,16
ArcaAgua;2024;2;27;5,4075
Covelo;2024;2;27;9,7335
SaoRoque;2024;2;27;7,1295
Cidade;2024;2;27;64,8375
Oriental;2024;2;28;20,58
ArcaAgua;2024;2;28;5,04
Covelo;2024;2;28;9,7335
SaoRoque;2024;2;28;7,203
Cidade;2024;2;28;68,25
Oriental;2024;2;29;20,79
ArcaAgua;2024;2;29;5,5125
Covelo;2024;2;29;9,072
SaoRoque;2024;2;29;7,7175
Cidade;2024;2;29;66,885
Oriental;2024;3;1;24,192
ArcaAgua;2024;3;1;6,363
Covelo;2024;3;1;11,1132
SaoRoque;2024;3;1;8,6436
Cidade;2024;3;1;85,995
Oriental;2024;3;2;26,46
ArcaAgua;2024;3;2;5,985
Covelo;2024;3;2;10,8864
SaoRoque;2024;3;2;8,6436
Cidade;2024;3;2;83,538
Oriental;2024;3;3;26,46
ArcaAgua;2024;3;3;6,615
Covelo;2024;3;3;11,4534
SaoRoque;2024;3;3;9,261
Cidade;2024;3;3;80,262
Oriental;2024;3;4;25,452
ArcaAgua;2024;3;4;6,363
Covelo;2024;3;4;11,6802
SaoRoque;2024;3;4;8,82
Cidade;2024;3;4;84,357
Oriental;2024;3;5;25,956
ArcaAgua;2024;3;5;6,111
Covelo;2024;3;5;11,1132
SaoRoque;2024;3;5;8,7318
Cidade;2024;3;5;85,995
Oriental;2024;3;6;26,208
ArcaAgua;2024;3;6;6,489
Covelo;2024;3;6;10,9998
SaoRoque;2024;3;6;9,261
Cidade;2024;3;6;84,357
Oriental;2024;3;7;24,696
ArcaAgua;2024;3;7;6,174
Covelo;2024;3;7;11,4534
SaoRoque;2024;3;7;8,9082
Cidade;2024;3;7;85,176
Oriental;2024;3;8;24,444
ArcaAgua;2024;3;8;6,237
Covelo;2024;3;8;11,5668
SaoRoque;2024;3;8;8,9964
Cidade;2024;3;8;413,595
Oriental;2024;3;9;25,704
ArcaAgua;2024;3;9;6,489
Covelo;2024;3;9;11,907
SaoRoque;2024;3;9;8,379
Cidade;2024;3;9;85,176
Oriental;2024;3;10;24,948
ArcaAgua;2024;3;10;6,111
Covelo;2024;3;10;11,7936
SaoRoque;2024;3;10;8,6436
Cidade;2024;3;10;85,995
Oriental;2024;3;11;24,948
ArcaAgua;2024;3;11;6,111
Covelo;2024;3;11;11,2266
SaoRoque;2024;3;11;9,1728
Cidade;2024;3;11;80,262
Oriental;2024;3;12;25,704
ArcaAgua;2024;3;12;6,3
Covelo;2024;3;12;10,773
SaoRoque;2024;3;12;9,261
Cidade;2024;3;12;81,081
Oriental;2024;3;13;25,704
ArcaAgua;2024;3;13;6,552
Covelo;2024;3;13;10,773
SaoRoque;2024;3;13;8,9082
Cidade;2024;3;13;80,262
Oriental;2024;3;14;26,46
ArcaAgua;2024;3;14;6,111
Covelo;2024;3;14;10,8864
SaoRoque;2024;3;14;9,0846
Cidade;2024;3;14;81,081
Oriental;2024;3;15;24,696
ArcaAgua;2024;3;15;6,552
Covelo;2024;3;15;11,4534
SaoRoque;2024;3;15;8,9964
Cidade;2024;3;15;77,805
Oriental;2024;3;16;24,948
ArcaAgua;2024;3;16;6,174
Covelo;2024;3;16;11,34
SaoRoque;2024;3;16;8,379
Cidade;2024;3;16;82,719
Oriental;2024;3;17;24,948
ArcaAgua;2024;3;17;6,615
Covelo;2024;3;17;11,1132
SaoRoque;2024;3;17;8,5554
Cidade;2024;3;17;78,624
Oriental;2024;3;18;24,948
ArcaAgua;2024;3;18;6,111
Covelo;2024;3;18;10,8864
SaoRoque;2024;3;18;9,0846
Cidade;2024;3;18;81,9
Oriental;2024;3;19;24,948
ArcaAgua;2024;3;19;6,615
Covelo;2024;3;19;11,1132
SaoRoque;2024;3;19;8,82
Cidade;2024;3;19;81,081
Oriental;2024;3;20;25,704
ArcaAgua;2024;3;20;6,426
Covelo;2024;3;20;10,773
SaoRoque;2024;3;20;8,7318
Cidade;2024;3;20;83,538
Oriental;2024;3;21;23,94
ArcaAgua;2024;3;21;6,552
Covelo;2024;3;21;11,4534
SaoRoque;2024;3;21;8,4672
Cidade;2024;3;21;85,995
Oriental;2024;3;22;25,956
ArcaAgua;2024;3;22;6,426
Covelo;2024;3;22;11,5668
SaoRoque;2024;3;22;9,1728
Cidade;2024;3;22;79,443
Oriental;2024;3;23;25,704
ArcaAgua;2024;3;23;6,363
Covelo;2024;3;23;10,9998
SaoRoque;2024;3;23;8,379
Cidade;2024;3;23;84,357
Oriental;2024;3;24;25,452
ArcaAgua;2024;3;24;6,363
Covelo;2024;3;24;11,7936
SaoRoque;2024;3;24;43,659
Cidade;2024;3;24;78,624
Oriental;2024;3;25;25,2
ArcaAgua;2024;3;25;6,174
Covelo;2024;3;25;10,9998
SaoRoque;2024;3;25;8,7318
Cidade;2024;3;25;85,176
Oriental;2024;3;26;25,704
ArcaAgua;2024;3;26;6,174
Covelo;2024;3;26;11,6802
SaoRoque;2024;3;26;8,7318
Cidade;2024;3;26;78,624
Oriental;2024;3;27;25,704
ArcaAgua;2024;3;27;6,3
Covelo;2024;3;27;11,7936
SaoRoque;2024;3;27;8,9964
Cidade;2024;3;27;85,176
Oriental;2024;3;28;25,704
ArcaAgua;2024;3;28;6,363
Covelo;2024;3;28;11,907
SaoRoque;2024;3;28;8,7318
Cidade;2024;3;28;83,538
Oriental;2024;3;29;25,2
ArcaAgua;2024;3;29;6,048
Covelo;2024;3;29;11,34
SaoRoque;2024;3;29;9,1728
Cidade;2024;3;29;79,443
Oriental;2024;3;30;24,444
ArcaAgua;2024;3;30;6,426
Covelo;2024;3;30;10,773
SaoRoque;2024;3;30;8,7318
Cidade;2024;3;30;85,995
Oriental;2024;3;31;24,444
ArcaAgua;2024;3;31;6,489
Covelo;2024;3;31;11,6802
SaoRoque;2024;3;31;9,0846
Cidade;2024;3;31;79,443
